suburb,postal_code,street_code,place,province
MAROELADAL UIT 36,,2191,FOURWAYS,Gauteng
MAROELADAL EXT 38,,2191,FOURWAYS,Gauteng
MAROELADAL UIT 38,,2191,FOURWAYS,Gauteng
MAROELADAL EXT 39,,2191,FOURWAYS,Gauteng
MAROELADAL UIT 39,,2191,FOURWAYS,Gauteng
MAROELADAL EXT 43,,2191,FOURWAYS,Gauteng
MAROELADAL UIT 43,,2191,FOURWAYS,Gauteng
MAROELADAL EXT 8,,2191,FOURWAYS,Gauteng
MAROELADAL UIT 8,,2191,FOURWAYS,Gauteng
FRANKFORT,9830,9830,FRANKFORT,Free State
NAMAHADI,9830,9830,FRANKFORT,Free State
PHAHAMENG,9830,9830,FRANKFORT,Free State
FRANSCHHOEK,7690,7690,FRANSCHHOEK,Western Cape
GROENDAL,,7690,FRANSCHHOEK,Western Cape
MOOIWATER,,7690,FRANSCHHOEK,Western Cape
LA MOTTE,7691,,FRANSCHHOEK,Western Cape
AMERVILLE,,6960,FRASERBURG,Western Cape
VIRGINIA,9430,9431,FREE STATE,Free State
EDENVILLE,9535,9535,FREE STATE,Free State
FICKSBURG,9730,9730,FREE STATE,Free State
ROUXVILLE,9958,9958,FREE STATE,Free State
MOKWATHI,838,,GAKGAPANE,Limpopo
MAHEKGWE,847,,GAKGAPANE,Limpopo
MOKWAKWAILA,862,,GAKGAPANE,Limpopo
BUQA,897,,GAKGAPANE,Limpopo
KIMBERLEY LOKASIE,,8330,GALESHEWE,Northern Cape
KIMBERLEY LOCATION,,8330,GALESHEWE,Northern Cape
KIMBERLEY TSP,,8330,GALESHEWE,Northern Cape
KIMBERLEY DGD,,8330,GALESHEWE,Northern Cape
KALKSPRUIT,705,,GA-MARABA,Limpopo
SEPANAPUDI,705,,GA-MARABA,Limpopo
ALLANRIDGE,,6241,GAMBLEVILLE,Eastern Cape
GAMBLE,,6241,GAMBLEVILLE,Eastern Cape
GERALD SMITH,,6241,GAMBLEVILLE,Eastern Cape
GREENFIELDS,,6241,GAMBLEVILLE,Eastern Cape
JUBILEE PARK,,6241,GAMBLEVILLE,Eastern Cape
KAMESH,,6241,GAMBLEVILLE,Eastern Cape
LAPLAND,,6241,GAMBLEVILLE,Eastern Cape
MCNAUGHTON,,6241,GAMBLEVILLE,Eastern Cape
NEW KABAH LOC,,6241,GAMBLEVILLE,Eastern Cape
ROSEDALE,6241,6241,GAMBLEVILLE,Eastern Cape
THOMAS GAMBLE,,6241,GAMBLEVILLE,Eastern Cape
BLOMPARK EXT,,7220,GANS BAY,Western Cape
BLOMPARK EXTENSION,,7220,GANS BAY,Western Cape
BLOMPARK UIT,,7220,GANS BAY,Western Cape
DE KELDERS,7220,7220,GANS BAY,Western Cape
DE KILDERS,7220,7220,GANS BAY,Western Cape
FRANSKRAAL,,7220,GANS BAY,Western Cape
FRANSKRAALSTRAND,,7220,GANS BAY,Western Cape
GANS BAY,7220,7220,GANS BAY,Western Cape
GANSBAAI,7220,7220,GANS BAY,Western Cape
KLEINBAAI,,7220,GANS BAY,Western Cape
MASKAHANE,,7220,GANS BAY,Western Cape
PEARLY BEACH,7221,7220,GANS BAY,Western Cape
BAARDSKEERDERSBOS,7271,,GANS BAY,Western Cape
BOTHITHONG,8582,,GANYESA,Northern Cape
BOTHITONG,8582,,GANYESA,Northern Cape
CASSEL,8587,8587,GANYESA,Northern Cape
DITHAKONG,8604,,GANYESA,Northern Cape
KGOKGOLE,8623,,GANYESA,Northern Cape
KELEBOGILE,206,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA EXT,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA UIT,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA ZONE 1,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA SONE 1,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA ZONE 16,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA SONE 16,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA ZONE 2,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA SONE 2,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA ZONE 3,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA SONE 3,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA ZONE 4,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA SONE 4,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA ZONE 4 EXT,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA SONE 4 UIT,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA ZONE 6,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA SONE 6,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA ZONE 7,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA SONE 7,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA ZONE 9,,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA SONE 9,,208,GA-RANKUWA,Mpumalanga
KGABALATSANE,208,,GA-RANKUWA,Mpumalanga
KGABALTSANE,208,,GA-RANKUWA,Mpumalanga
GA-RANKUWA NORTH,209,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA-NOORD,209,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA ZONE 25,209,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA SONE 25,209,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA ZONE 5,209,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA SONE 5,209,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA,221,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA EXT 23,221,228,GA-RANKUWA,Mpumalanga
GA-RANKUWA UIT 23,221,228,GA-RANKUWA,Mpumalanga
GA-RANKUWA UNIT 17,221,208,GA-RANKUWA,Mpumalanga
GA-RANKUWA EENHEID 17,221,208,GA-RANKUWA,Mpumalanga
THABA PHATSHWA,9771,,GA-RAPULANA,Free State
KWANDOFELA,9772,,GA-RAPULANA,Free State
DILAPISO,,9775,GA-RAPULANA,Free State
THOLE-NTHUSE,,9775,GA-RAPULANA,Free State
HOITA,9776,,GA-RAPULANA,Free State
BLIKANA,9777,9777,GA-RAPULANA,Free State
MOKWENA,9780,9775,GA-RAPULANA,Free State
MOROKA,9780,9783,GA-RAPULANA,Free State
RATLOU,9780,9775,GA-RAPULANA,Free State
GARIES,8220,8220,GARIES,Northern Cape
PAULSHOEK,8221,,GARIES,Northern Cape
HONDEKLIP BAY,8222,,GARIES,Northern Cape
HONDEKLIPBAAI,8222,,GARIES,Northern Cape
GARAGAMS,8223,,GARIES,Northern Cape
PRETORIUSPARK,42,81,GARSFONTEIN,Gauteng
CODESA 1,,9323,GA-SEHUNELO,Free State
CODESA 2,,9323,GA-SEHUNELO,Free State
ISITHALANDUE,,9323,GA-SEHUNELO,Free State
KATHREDA,,9323,GA-SEHUNELO,Free State
KGATELOPELE,,9323,GA-SEHUNELO,Free State
LUSAKA,,9323,GA-SEHUNELO,Free State
MAPHIKELA,,9323,GA-SEHUNELO,Free State
PETER MOKABA,,9323,GA-SEHUNELO,Free State
PHOLA PARK,,9323,GA-SEHUNELO,Free State
SHUPING,,9323,GA-SEHUNELO,Free State
SOLOMON MAHLANGU,,9323,GA-SEHUNELO,Free State
TAMBO SQUARE,,9323,GA-SEHUNELO,Free State
THABO MBEKI,,9323,GA-SEHUNELO,Free State
TURFLAAGTE PHASE 1,,9323,GA-SEHUNELO,Free State
TURFLAAGTE FASE 1,,9323,GA-SEHUNELO,Free State
TURFLAAGTE PHASE 2,,9323,GA-SEHUNELO,Free State
TURFLAAGTE FASE 2,,9323,GA-SEHUNELO,Free State
SURWELL,7762,7764,GATESVILLE,Western Cape
BONTEHEUWEL,7763,7764,GATESVILLE,Western Cape
BONTHEUWEL,7763,7764,GATESVILLE,Western Cape
DOORNHOOGTE,,7764,GATESVILLE,Western Cape
NETREG,,7764,GATESVILLE,Western Cape
NEWFIELDS,,7764,GATESVILLE,Western Cape
RYLANDS EST,,7764,GATESVILLE,Western Cape
RYLANDS LGD,,7764,GATESVILLE,Western Cape
RYLANDS EST EXT 3,,7764,GATESVILLE,Western Cape
RYLANDS LGD UIT 3,,7764,GATESVILLE,Western Cape
RYLANDS EST EXT 5,,7764,GATESVILLE,Western Cape
RYLANDS LGD UIT 5,,7764,GATESVILLE,Western Cape
MANENBERG,7767,7764,GATESVILLE,Western Cape
BRIDGETOWN,7769,7764,GATESVILLE,Western Cape
HAMPTON EST,,7780,GATESVILLE,Western Cape
HAMPTON LGD,,7780,GATESVILLE,Western Cape
HEIDELBERG,1438,1441,GAUTENG,Gauteng
EDENVALE,1610,1609,GAUTENG,Gauteng
WESTERN HOLDINGS,9468,,GEDULDPAN,Free State
GELVANDALE EXT 3,6016,6020,GELVANDALE,Eastern Cape
GELVANDALE UIT 3,6016,6020,GELVANDALE,Eastern Cape
GELVANDALE EXT 12,,6020,GELVANDALE,Eastern Cape
GELVANDALE UIT 12,,6020,GELVANDALE,Eastern Cape
GELVANDALE EXT 5,,6020,GELVANDALE,Eastern Cape
GELVANDALE UIT 5,,6020,GELVANDALE,Eastern Cape
GELVANDALE EXT 7,,6020,GELVANDALE,Eastern Cape
GELVANDALE UIT 7,,6020,GELVANDALE,Eastern Cape
PARK RIDGE,,6020,GELVANDALE,Eastern Cape
ANDERSONVILLE,,6529,GEORGE,Western Cape
BALLOTSVIEW,,6529,GEORGE,Western Cape
BERGSIG,,6529,GEORGE,Western Cape
BLOMMEKLOOF,,6529,GEORGE,Western Cape
BORCHARDS,,6529,GEORGE,Western Cape
BOS EN DAL,,6529,GEORGE,Western Cape
CAMPHERSDRIFT,,6529,GEORGE,Western Cape
CONVENT GARDEN,,6529,GEORGE,Western Cape
CONVILLE,,6529,GEORGE,Western Cape
DENNE-OORD,,6529,GEORGE,Western Cape
DENVER PARK,,6529,GEORGE,Western Cape
DORMEHLSDRIFT,,6529,GEORGE,Western Cape
EASTERN EXT,,6529,GEORGE,Western Cape
EASTERN EXTENSION,,6529,GEORGE,Western Cape
EASTERN UIT,,6529,GEORGE,Western Cape
EDEN,,6529,GEORGE,Western Cape
FERNRIDGE,,6529,GEORGE,Western Cape
GENEVAFONTEIN,,6529,GEORGE,Western Cape
GEORGE SOUTH,,6529,GEORGE,Western Cape
GEORGE-SUID,,6529,GEORGE,Western Cape
GLEN BARRIE,,6529,GEORGE,Western Cape
GROENEWEIDE PARK,,6529,GEORGE,Western Cape
HEATHER PARK,,6529,GEORGE,Western Cape
HEATHERLANDS,,6529,GEORGE,Western Cape
HEATHERPARK,,6529,GEORGE,Western Cape
KING GEORGE PARK,,6529,GEORGE,Western Cape
LAWAAIKAMP,,6529,GEORGE,Western Cape
LE VALIA,,6529,GEORGE,Western Cape
LOERIE PARK,,6529,GEORGE,Western Cape
MARAISKAMP,,6529,GEORGE,Western Cape
NEW DAWN PARK,,6529,GEORGE,Western Cape
PARKDENE,,6529,GEORGE,Western Cape
PROTEA ESTATE,,6529,GEORGE,Western Cape
PROTEA LANDGOED,,6529,GEORGE,Western Cape
PROTEA PARK,,6529,GEORGE,Western Cape
ROOIRIVIERRIF,,6529,GEORGE,Western Cape
ROSEDALE,,6529,GEORGE,Western Cape
ROSEMOORE,,6529,GEORGE,Western Cape
TAMSUI INDUSTRIA,,6529,GEORGE,Western Cape
THEMBALETHU ZONE 1,,6529,GEORGE,Western Cape
THEMBALETHU SONE 1,,6529,GEORGE,Western Cape
THEMBALETHU ZONE 2,,6529,GEORGE,Western Cape
THEMBALETHU SONE 2,,6529,GEORGE,Western Cape
THEMBALETHU ZONE 3,,6529,GEORGE,Western Cape
THEMBALETHU SONE 3,,6529,GEORGE,Western Cape
THEMBALETHU ZONE 4,,6529,GEORGE,Western Cape
THEMBALETHU SONE 4,,6529,GEORGE,Western Cape
THEMBALETHU ZONE 5,,6529,GEORGE,Western Cape
THEMBALETHU SONE 5,,6529,GEORGE,Western Cape
THEMBALETHU ZONE 6,,6529,GEORGE,Western Cape
THEMBALETHU SONE 6,,6529,GEORGE,Western Cape
THEMBALETHU ZONE 7,,6529,GEORGE,Western Cape
THEMBALETHU SONE 7,,6529,GEORGE,Western Cape
THEMBALETHU ZONE 8,,6529,GEORGE,Western Cape
THEMBALETHU SONE 8,,6529,GEORGE,Western Cape
THEMBALETHU ZONE 9,,6529,GEORGE,Western Cape
THEMBALETHU SONE 9,,6529,GEORGE,Western Cape
TWEE RIVIEREN,,6529,GEORGE,Western Cape
URBANVILLE,,6529,GEORGE,Western Cape
GEORGE,6530,6529,GEORGE,Western Cape
BLANCO,6531,6529,GEORGE,Western Cape
PACALTSDORP,6534,6529,GEORGE,Western Cape
SINKSABRUG,6535,,GEORGE,Western Cape
SINKSA BRIDGE,6535,,GEORGE,Western Cape
GEORGE INDUSTRIA,6536,,GEORGE,Western Cape
GEORGE-INDUSTRIA,6536,,GEORGE,Western Cape
MOLENDRIFT,6537,,GEORGE,Western Cape
HOEKWIL,6538,,GEORGE,Western Cape
GEORGE EAST,6539,6529,GEORGE,Western Cape
GEORGE-OOS,6539,6529,GEORGE,Western Cape
RONDEVLEI,6541,,GEORGE,Western Cape
GEORGE SPEED SERVICES,6543,,GEORGE,Western Cape
NOMPUMELELO,6544,,GEORGE,Western Cape
THEMBALETHU,6545,6529,GEORGE,Western Cape
GARDEN ROUTE MALL,6546,,GEORGE,Western Cape
WILDERNESS,6560,6560,GEORGE,Western Cape
WILDERNIS,6560,6560,GEORGE,Western Cape
HEROLD,6615,,GEORGE,Western Cape
GERMISTON,1400,1401,GERMISTON,Gauteng
UNION EXT 52,1400,1401,GERMISTON,Gauteng
UNION UIT 52,1400,1401,GERMISTON,Gauteng
ALBEMARLE EXT 1,,1401,GERMISTON,Gauteng
ALBEMARLE UIT 1,,1401,GERMISTON,Gauteng
ALBEMARLE EXT 2,,1401,GERMISTON,Gauteng
ALBEMARLE UIT 2,,1401,GERMISTON,Gauteng
BARVALLEN,,1401,GERMISTON,Gauteng
CASTLEVIEW,,1401,GERMISTON,Gauteng
DE WITTSRUS,,1401,GERMISTON,Gauteng
DEWITSRUS,,1401,GERMISTON,Gauteng
DELVILLE,,1401,GERMISTON,Gauteng
DELVILLE EXT 9,,1401,GERMISTON,Gauteng
DELVILLE UIT 9,,1401,GERMISTON,Gauteng
DELVILLE SOUTH,,1401,GERMISTON,Gauteng
DELVILLE SUID,,1401,GERMISTON,Gauteng
DENLEE,,1401,GERMISTON,Gauteng
DINWIDDIE EXT,,1401,GERMISTON,Gauteng
DINWIDDIE UIT,,1401,GERMISTON,Gauteng
DRIEHOEK,,1401,GERMISTON,Gauteng
GELDENHUYS,,1401,GERMISTON,Gauteng
GELDENHUYS SIHS,,1401,GERMISTON,Gauteng
GELDENHUYS KHW,,1401,GERMISTON,Gauteng
GEORGETOWN,,1401,GERMISTON,Gauteng
GERDVIEW,,1401,GERMISTON,Gauteng
GERMISTON EAST,,1401,GERMISTON,Gauteng
GERMISTON-OOS,,1401,GERMISTON,Gauteng
GERMISTON EXT 10,,1401,GERMISTON,Gauteng
GERMISTON UIT 10,,1401,GERMISTON,Gauteng
GERMISTON EXT 11,,1401,GERMISTON,Gauteng
GERMISTON UIT 11,,1401,GERMISTON,Gauteng
GERMISTON EXT 13,,1401,GERMISTON,Gauteng
GERMISTON UIT 13,,1401,GERMISTON,Gauteng
GERMISTON EXT 15,,1401,GERMISTON,Gauteng
GERMISTON UIT 15,,1401,GERMISTON,Gauteng
GERMISTON EXT 17,,1401,GERMISTON,Gauteng
GERMISTON UIT 17,,1401,GERMISTON,Gauteng
GERMISTON EXT 18,,1401,GERMISTON,Gauteng
GERMISTON UIT 18,,1401,GERMISTON,Gauteng
GERMISTON EXT 3,,1401,GERMISTON,Gauteng
GERMISTON UIT 3,,1401,GERMISTON,Gauteng
GERMISTON EXT 4,,1401,GERMISTON,Gauteng
GERMISTON UIT 4,,1401,GERMISTON,Gauteng
GERMISTON EXT 7,,1401,GERMISTON,Gauteng
GERMISTON UIT 7,,1401,GERMISTON,Gauteng
GERMISTON NORTH,,1401,GERMISTON,Gauteng
GERMISTON-NOORD,,1401,GERMISTON,Gauteng
GERMISTON WEST,,1401,GERMISTON,Gauteng
GERMISTON-WES,,1401,GERMISTON,Gauteng
GOLDEN GROVE,1401,,GERMISTON,Gauteng
GOLDEN WALK,1401,,GERMISTON,Gauteng
HAZELDENE,,1401,GERMISTON,Gauteng
HAZELPARK,,1401,GERMISTON,Gauteng
INDUSTRIES EAST,,1401,GERMISTON,Gauteng
INDUSTRIES-OOS,,1401,GERMISTON,Gauteng
INDUSTRIES WEST,,1401,GERMISTON,Gauteng
INDUSTRIES-WES,,1401,GERMISTON,Gauteng
JERUSALEM,,1401,GERMISTON,Gauteng
JUNCTION HILL,,1401,GERMISTON,Gauteng
KLIPPOORTJIE,,1401,GERMISTON,Gauteng
MAKAUSI,,1401,GERMISTON,Gauteng
MALVERN EAST,,1401,GERMISTON,Gauteng
MALVERN-OOS,,1401,GERMISTON,Gauteng
MARLANDS,,1401,GERMISTON,Gauteng
MARLANDS EXT,,1401,GERMISTON,Gauteng
MARLANDS UIT,,1401,GERMISTON,Gauteng
MARLANDS EXT 6,,1401,GERMISTON,Gauteng
MARLANDS UIT 6,,1401,GERMISTON,Gauteng
MARLANDS EXT 7,,1401,GERMISTON,Gauteng
MARLANDS UIT 7,,1401,GERMISTON,Gauteng
MARLANDS EXT 8,,1401,GERMISTON,Gauteng
MARLANDS UIT 8,,1401,GERMISTON,Gauteng
NORTON,,1401,GERMISTON,Gauteng
PALMRIDGE,,1401,GERMISTON,Gauteng
PARKHILL GARDENS,,1401,GERMISTON,Gauteng
PIROWVILLE,,1401,GERMISTON,Gauteng
PRIMROSE EAST,,1401,GERMISTON,Gauteng
PRIMROSE-OOS,,1401,GERMISTON,Gauteng
PRIMROSE EXT,,1401,GERMISTON,Gauteng
PRIMROSE UIT,,1401,GERMISTON,Gauteng
ROODEBULT,,1401,GERMISTON,Gauteng
ROODEKOP,,1401,GERMISTON,Gauteng
ROODEKOP EXT 11,,1401,GERMISTON,Gauteng
ROODEKOP UIT 11,,1401,GERMISTON,Gauteng
RUSTIVIA,,1401,GERMISTON,Gauteng
SIMMERFIELD,,1401,GERMISTON,Gauteng
SOLHEIM,,1401,GERMISTON,Gauteng
STAATSDORP,,1401,GERMISTON,Gauteng
GOVERNMENT VILLAGE,,1401,GERMISTON,Gauteng
SUNNYRIDGE,,1401,GERMISTON,Gauteng
SUNNYROCK,,1401,GERMISTON,Gauteng
SYMHURST,,1401,GERMISTON,Gauteng
SYMHURST EXT,,1401,GERMISTON,Gauteng
SYMHURST UIT,,1401,GERMISTON,Gauteng
UNION,,1401,GERMISTON,Gauteng
UNION EXT 1,,1401,GERMISTON,Gauteng
UNION UIT 1,,1401,GERMISTON,Gauteng
UNION EXT 10,,1401,GERMISTON,Gauteng
UNION UIT 10,,1401,GERMISTON,Gauteng
UNION EXT 11,,1401,GERMISTON,Gauteng
UNION UIT 11,,1401,GERMISTON,Gauteng
UNION EXT 12,,1401,GERMISTON,Gauteng
UNION UIT 12,,1401,GERMISTON,Gauteng
UNION EXT 13,,1401,GERMISTON,Gauteng
UNION UIT 13,,1401,GERMISTON,Gauteng
UNION EXT 14,,1401,GERMISTON,Gauteng
UNION UIT 14,,1401,GERMISTON,Gauteng
UNION EXT 3,,1401,GERMISTON,Gauteng
UNION UIT 3,,1401,GERMISTON,Gauteng
UNION EXT 4,,1401,GERMISTON,Gauteng
UNION UIT 4,,1401,GERMISTON,Gauteng
UNION EXT 6,,1401,GERMISTON,Gauteng
UNION UIT 6,,1401,GERMISTON,Gauteng
UNION EXT 7,,1401,GERMISTON,Gauteng
UNION UIT 7,,1401,GERMISTON,Gauteng
UNION SETTLEMENTS,,1401,GERMISTON,Gauteng
WANNENBURG,,1401,GERMISTON,Gauteng
WANNENBURGHOOGTE,,1401,GERMISTON,Gauteng
WEBBER,,1401,GERMISTON,Gauteng
WOODMERE,,1401,GERMISTON,Gauteng
WYCHWOOD,,1401,GERMISTON,Gauteng
ANNEX PARK,1402,,GERMISTON,Gauteng
DELMENVILLE,1403,1401,GERMISTON,Gauteng
DELMORE,1404,1401,GERMISTON,Gauteng
DINWIDDIE,1405,1401,GERMISTON,Gauteng
DINWIDDIE EXT 3,1405,1401,GERMISTON,Gauteng
DINWIDDIE UIT 3,1405,1401,GERMISTON,Gauteng
LA LUCIA GARDENS,,1405,GERMISTON,Gauteng
LA LUCIA TUINE,,1405,GERMISTON,Gauteng
ELANDSFONTEIN,1406,1601,GERMISTON,Gauteng
ELSBURG,1407,1428,GERMISTON,Gauteng
FISHER'S HILL,1408,1401,GERMISTON,Gauteng
FISHERS HILL,1408,1401,GERMISTON,Gauteng
ALBEMARLE,1410,1401,GERMISTON,Gauteng
DUKATHOLE,1411,1401,GERMISTON,Gauteng
GERMISTON EXT 9,1411,1401,GERMISTON,Gauteng
GERMISTON UIT 9,1411,1401,GERMISTON,Gauteng
GERMISTON SOUTH,1411,1401,GERMISTON,Gauteng
GERMISTON-SUID,1411,1401,GERMISTON,Gauteng
PHUMLA,1411,,GERMISTON,Gauteng
HOMESTEAD,1412,1401,GERMISTON,Gauteng
KNIGHTS,1413,1401,GERMISTON,Gauteng
LAMBTON,1414,1401,GERMISTON,Gauteng
EDUWIN,1415,,GERMISTON,Gauteng
PRIMROSE,1416,1401,GERMISTON,Gauteng
PRIMROSE HILL,1417,1401,GERMISTON,Gauteng
ELSPARK,1418,1428,GERMISTON,Gauteng
GOSFORTH PARK,1419,1401,GERMISTON,Gauteng
RAND AIRPORT,1419,,GERMISTON,Gauteng
RANDLUGHAWE,1419,,GERMISTON,Gauteng
SYMRIDGE,1420,1401,GERMISTON,Gauteng
WADEVILLE,1422,1428,GERMISTON,Gauteng
RONDEBULT,1423,1434,GERMISTON,Gauteng
RONDEBULT EXT 2,1423,1434,GERMISTON,Gauteng
RONDEBULT UIT 2,1423,1434,GERMISTON,Gauteng
LEONDALE,1424,1401,GERMISTON,Gauteng
CRUYWAGENPARK,,1428,GERMISTON,Gauteng
ELSBURG EXT 1,,1428,GERMISTON,Gauteng
ELSBURG UIT 1,,1428,GERMISTON,Gauteng
ELSPARK EXT 1,,1428,GERMISTON,Gauteng
ELSPARK UIT 1,,1428,GERMISTON,Gauteng
ELSPARK EXT 2,,1428,GERMISTON,Gauteng
ELSPARK UIT 2,,1428,GERMISTON,Gauteng
ELSPARK EXT 3,,1428,GERMISTON,Gauteng
ELSPARK UIT 3,,1428,GERMISTON,Gauteng
ELSPARK EXT 4,,1428,GERMISTON,Gauteng
ELSPARK UIT 4,,1428,GERMISTON,Gauteng
ESTERA,,1428,GERMISTON,Gauteng
MIMOSA PARK,,1428,GERMISTON,Gauteng
TEDSTONEVILLE,,1428,GERMISTON,Gauteng
ACTIVIA PARK,,1429,GERMISTON,Gauteng
HARMELIA,,1429,GERMISTON,Gauteng
PHUMULA EXT 22,1430,1434,GERMISTON,Gauteng
PHUMULA UIT 22,1430,1434,GERMISTON,Gauteng
PHUMULA GARDENS EXT 21,,1430,GERMISTON,Gauteng
PHUMULA TUINE UIT 21,,1430,GERMISTON,Gauteng
ROODEKOP EXT 21,1430,1434,GERMISTON,Gauteng
ROODEKOP UIT 21,1430,1434,GERMISTON,Gauteng
MAGAGULA,1432,1431,GERMISTON,Gauteng
ROODEKOP EXT 31,,1434,GERMISTON,Gauteng
ROODEKOP UIT 31,,1434,GERMISTON,Gauteng
DUDUZA EXT,1497,,GERMISTON,Gauteng
DUDUZA UIT,1497,,GERMISTON,Gauteng
DUDUZA EXT 2,,1497,GERMISTON,Gauteng
DUDUZA UIT 2,,1497,GERMISTON,Gauteng
GHOST TOWN,,6139,GHOST TOWN,Eastern Cape
CHELMSFORDVILLE,,3610,GILLITTS,KwaZulu Natal
CLIFTON HILL EST,3610,3610,GILLITTS,KwaZulu Natal
CLIFTON HILL LGD,3610,3610,GILLITTS,KwaZulu Natal
CLIFTON PARK,,3610,GILLITTS,KwaZulu Natal
DOVEHOUSE,,3610,GILLITTS,KwaZulu Natal
EMBERTON,,3610,GILLITTS,KwaZulu Natal
WINSTON PARK,,3610,GILLITTS,KwaZulu Natal
MVUTSHINI,3800,,GINGINDLOVU,KwaZulu Natal
AMATIKULU,3801,3801,GINGINDLOVU,KwaZulu Natal
NDULINDE,3803,,GINGINDLOVU,KwaZulu Natal
POSINI,3804,,GINGINDLOVU,KwaZulu Natal
EMOYENI,3805,,GINGINDLOVU,KwaZulu Natal
NSINGWENI,3806,,GINGINDLOVU,KwaZulu Natal
DOKODWENI,3807,,GINGINDLOVU,KwaZulu Natal
SAMUNGU,3818,,GINGINDLOVU,KwaZulu Natal
GAZANKULU,,826,GIYANI,Limpopo
GIYANI,826,826,GIYANI,Limpopo
MAKHOSHA,826,,GIYANI,Limpopo
SAVULANI,826,,GIYANI,Limpopo
MOLOTOTSI,827,827,GIYANI,Limpopo
HATSHAMA,829,,GIYANI,Limpopo
SHIVITI,830,830,GIYANI,Limpopo
MASINGITA,832,832,GIYANI,Limpopo
PIPA,834,,GIYANI,Limpopo
KURANTA,839,,GIYANI,Limpopo
NKOMO,840,,GIYANI,Limpopo
MAKOSHA,841,,GIYANI,Limpopo
NSAVULANI,842,,GIYANI,Limpopo
XIKHUMBA,843,,GIYANI,Limpopo
VUHEHLI,844,,GIYANI,Limpopo
MAHATLANI,846,,GIYANI,Limpopo
NKURI,858,,GIYANI,Limpopo
GIYANI EAST,869,,GIYANI,Limpopo
GIYANI-OOS,869,,GIYANI,Limpopo
NWAMANKENA,915,,GIYANI,Limpopo
VONGANI,930,930,GIYANI,Limpopo
BLINKWATER,931,,GIYANI,Limpopo
VUYANI,931,931,GIYANI,Limpopo
NWAMANUNGU,932,932,GIYANI,Limpopo
KHOMANANI,933,933,GIYANI,Limpopo
MAJOSI,933,,GIYANI,Limpopo
MASAKONA,941,941,GIYANI,Limpopo
MASAKONA VILLAGE,941,941,GIYANI,Limpopo
MASIA,944,944,GIYANI,Limpopo
SHAKADZA,958,958,GIYANI,Limpopo
TSHIMBUPFE,983,983,GIYANI,Limpopo
TSHIMBUPFE VILLAGE,983,983,GIYANI,Limpopo
MAKONDE,984,,GIYANI,Limpopo
MAKONDE VILLAGE,984,,GIYANI,Limpopo
LWAMONDO,985,,GIYANI,Limpopo
SAMBO,986,986,GIYANI,Limpopo
TSHAULU,987,987,GIYANI,Limpopo
TSHAULU VILLAGE,987,987,GIYANI,Limpopo
SITHEMBILE,,2930,GLENCOE,KwaZulu Natal
IMDUMENI,2931,,GLENCOE,KwaZulu Natal
CONSTANTIA PARK,10,181,GLENSTANTIA,Gauteng
CONSTANTIAPARK,10,181,GLENSTANTIA,Gauteng
WATERKLOOF GLEN,10,181,GLENSTANTIA,Gauteng
WATERKLOOF GLEN EXT 2,10,181,GLENSTANTIA,Gauteng
WATERKLOOF GLEN UIT 2,10,181,GLENSTANTIA,Gauteng
WATERKLOOF GLEN EXT 3,10,181,GLENSTANTIA,Gauteng
WATERKLOOF GLEN UIT 3,10,181,GLENSTANTIA,Gauteng
WATERKLOOF GLEN EXT 4,10,181,GLENSTANTIA,Gauteng
WATERKLOOF GLEN UIT 4,10,181,GLENSTANTIA,Gauteng
WATERKLOOF GLEN EXT 5,10,181,GLENSTANTIA,Gauteng
WATERKLOOF GLEN UIT 5,10,181,GLENSTANTIA,Gauteng
WATERKLOOF GLEN EXT 6,10,181,GLENSTANTIA,Gauteng
WATERKLOOF GLEN UIT 6,10,181,GLENSTANTIA,Gauteng
CONSTANTIA PARK EXT 1,100,181,GLENSTANTIA,Gauteng
